source_database,pmid,title,abstract,journal,year,publication_types,authors,doi,mesh_terms,url,source_databases_found,openalex_id,concepts,type,dedupe_key
PubMed,25091871,Depressive symptoms and access to mental health care in women screened for postpartum depression who lose health insurance coverage after delivery: findings from the Translating Research into Practice for Postpartum Depression (TRIPPD) effectiveness study.,"To determine the impact of losing health insurance coverage on perceived need for and access to mental health care in women screened for postpartum depression (PPD) in primary care settings.; The study sample included 2343 women enrolled in a 12-month, multisite, randomized trial that compared clinical outcomes of a comprehensive PPD screening and management program with usual care (March 1, 2006, through August 31, 2010). Screening for PPD occurred at the first postpartum visit (5-12 weeks) using the Edinburgh Postnatal Depression Scale followed by the 9-item Patient Health Questionnaire. Insurance status during the prenatal period, at delivery, and during the first postpartum year and perceived need for and access to mental health care during the first postpartum year were assessed via questionnaires completed by individual patients and participating practices.; Rates of uninsured increased from 3.8% during pregnancy and delivery (n=87 of 2317) to 10.8% at the first postpartum visit (n=253 of 2343) and 13.7% at any subsequent visit to the practice after 2 months post partum (n=226 of 1646) (P<.001, both comparisons vs baseline). For patients with data on insurance type during follow-up, insurance loss occurred primarily in Medicaid beneficiaries. Nine-item Patient Health Questionnaire scores and self-reported need for mental health care did not differ significantly between patients who remained insured and those who lost insurance during the first postpartum year. However, of patients who reported the need for mental health care, 61.1% of the uninsured (n=66 of 108) vs 27.1% of the insured (n=49 of 181) reported an inability to obtain mental health care (P<.001).; Loss of insurance during the first postpartum year did not significantly affect depressive symptoms or perceived need for mental health care but did adversely affect self-reported ability to obtain mental health care.",Mayo Clinic proceedings,2014,"Journal Article; Multicenter Study; Pragmatic Clinical Trial; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, P.H.S.",William V Bobo; Peter Wollan; Greg Lewis; Susan Bertram; Margary J Kurland; Kimberle Vore; Barbara P Yawn,10.1016/j.mayocp.2014.05.011,"Adult; Depression, Postpartum; Female; Health Services Accessibility; Health Services Needs and Demand; Humans; Insurance Coverage; Insurance, Health; Medically Uninsured; Pregnancy; Socioeconomic Factors; Surveys and Questionnaires; Treatment Outcome",https://pubmed.ncbi.nlm.nih.gov/25091871/,,,,,doi:10 1016 j mayocp 2014 05 011
PubMed,32917466,Preserving the Momentum to Extend Postpartum Medicaid Coverage.,,Women's health issues : official publication of the Jacobs Institute of Women's Health,2020,Journal Article,Emily Eckert,10.1016/j.whi.2020.07.006,,https://pubmed.ncbi.nlm.nih.gov/32917466/,,,,,doi:10 1016 j whi 2020 07 006
PubMed,24474651,Utilization of primary and obstetric care after medically complicated pregnancies: an analysis of medical claims data.,"Because pregnancy complications, including gestational diabetes mellitus (GDM) and hypertensive disorders in pregnancy, are risk factors for diabetes and cardiovascular disease, post-delivery follow-up is recommended.; To determine predictors of post-delivery primary and obstetric care utilization in women with and without medical complications.; Five-year retrospective cohort study using commercial and Medicaid insurance claims in Maryland.; 7,741 women with a complicated pregnancy (GDM, hypertensive disorders and pregestational diabetes mellitus [DM]) and 23,599 women with a comparison pregnancy.; We compared primary and postpartum obstetric care utilization rates in the 12 months after delivery between the complicated and comparison pregnancy groups. We conducted multivariate logistic regression to assess the association between pregnancy complications, sociodemographic predictor variables and utilization of care, stratified by insurance type.; Women with a complicated pregnancy were older at delivery (p < 0.001), with higher rates of cesarean delivery (p < 0.0001) and preterm labor or delivery (p < 0.0001). Among women with Medicaid, 56.6% in the complicated group and 51.7% in the comparison group attended a primary care visit. Statistically significant predictors of receiving a primary care visit included non-Black race, older age, preeclampsia or DM, and depression. Among women with commercial health insurance, 60.0% in the complicated group and 49.5% in the comparison group attended a primary care visit. Pregnancy complication did not predict a primary care visit among women with commercial insurance.; Women with pregnancy complications were more likely to attend primary care visits post-delivery compared to the comparison group, but overall visit rates were low. Although Medicaid expansion has potential to increase coverage, innovative models for preventive health services after delivery are needed to target women at higher risk for chronic disease development.",Journal of general internal medicine,2014,"Journal Article; Research Support, N.I.H., Extramural",Wendy L Bennett; Hsien-Yen Chang; David M Levine; Lin Wang; Donna Neale; Erika F Werner; Jeanne M Clark,10.1007/s11606-013-2744-2,"Adolescent; Adult; Cohort Studies; Female; Follow-Up Studies; Humans; Insurance Claim Review; Insurance, Health; Maryland; Medicaid; Obstetrics; Patient Acceptance of Health Care; Pregnancy; Pregnancy Complications; Primary Health Care; Retrospective Studies; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/24474651/,,,,,doi:10 1007 s11606 013 2744 2
PubMed,30570588,Affordable Care Act-dependent Insurance Coverage and Access to Care Among Young Adult Women With a Recent Live Birth.,"The Affordable Care Act (ACA)-dependent coverage Provision (the Provision), implemented in 2010, extended family insurance coverage to adult children until age 26.; To examine the impact of the ACA Provision on insurance coverage and care among women with a recent live birth.; We conducted a difference-in-difference analysis to assess the effect of the Provision using data from the Pregnancy Risk Assessment Monitoring System among 22,599 women aged 19-25 (treatment group) and 22,361 women aged 27-31 years (control group). Outcomes include insurance coverage in the month before and during pregnancy, and at delivery, and receipt of timely prenatal care, a postpartum check-up, and postpartum contraceptive use.; Compared with the control group, the Provision was associated with a 4.7-percentage point decrease in being uninsured and a 5.9-percentage point increase in private insurance coverage in the month before pregnancy, and a 5.4-percentage point increase in private insurance coverage and a 5.9-percentage point decrease in Medicaid coverage during pregnancy, with similar changes in insurance coverage at delivery. Findings demonstrated a 3.6-percentage point increase in receipt of timely prenatal care, and no change in receipt of a postpartum check-up or postpartum contraceptive use.; Among women with a recent live birth, the Provision was associated with a decreased likelihood of being uninsured and increased private insurance coverage in the month before pregnancy, a shift from Medicaid to private insurance coverage during pregnancy and at delivery, and an increased likelihood of receiving timely prenatal care.",Medical care,2019,Journal Article,Rui Li; Brenda Bauman; Denise V D'Angelo; Leslie L Harrison; Lee Warner; Wanda D Barfield; Shanna Cox,10.1097/MLR.0000000000001044,"Adult; Female; Health Services Accessibility; Humans; Insurance Coverage; Insurance, Health; Live Birth; Medicaid; Patient Protection and Affordable Care Act; Postnatal Care; Pregnancy; Pregnancy Outcome; Prenatal Care; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/30570588/,,,,,doi:10 1097 mlr 0000000000001044
PubMed,39709050,Asthma Exacerbation Risk in Pregnancy and Postpartum: Assessing the Impact of Gestational Diabetes Mellitus and Other Key Factors.,"Asthma, affecting approximately 13% of pregnancies worldwide, and gestational diabetes mellitus (GDM), present in approximately 14%, are both associated with adverse maternal and perinatal outcomes. This study aims to address a lack of current knowledge about how GDM affects asthma during pregnancy.; To determine whether GDM is associated with an increased risk of asthma exacerbations during pregnancy and the first year postpartum.; This retrospective cohort study analyzed electronic health records of pregnant patients with asthma from 2010 to 2023, excluding those with pre-existing diabetes mellitus or concurrent chronic lung diseases. Asthma exacerbations were defined by the need for an oral corticosteroid prescription. Multivariable logistic regression and zero-inflated Poisson regression were used to adjust for age, race, body mass index (BMI), prepregnancy asthma exacerbation history, and insurance status.; Among 10,985 individuals, 1492 had GDM. Patients with GDM were older with higher BMIs. GDM was associated with increased asthma exacerbation risk during pregnancy (adjusted odds ratio [OR] = 1.36, 95% confidence interval [CI]: 1.10-1.67), but not postpartum. Stratified analyses of 4331 individuals with gestational blood glucose measurement showed that each doubling of blood glucose levels doubled the risk of asthma exacerbations during pregnancy (adjusted OR = 2.02, 95% CI: 1.45-2.81). Other factors associated with asthma exacerbation included prepregnancy asthma exacerbations, older age, and Medicaid coverage.; The association between GDM and increased risk of asthma exacerbations underscores the need for early, universal screening and effective interventions to improve blood glucose control in pregnant individuals with pre-existing asthma.",The journal of allergy and clinical immunology. In practice,2025,Journal Article,Peng Zhang; Justin R Lappen; Amy Attaway; Serpil Erzurum; Thomas E Love; Joe Zein; Wayne Tsuang,10.1016/j.jaip.2024.12.013,"Humans; Female; Pregnancy; Diabetes, Gestational; Asthma; Adult; Retrospective Studies; Postpartum Period; Risk Factors; Young Adult; Disease Progression; Pregnancy Complications",https://pubmed.ncbi.nlm.nih.gov/39709050/,,,,,doi:10 1016 j jaip 2024 12 013
PubMed,26329256,"Trends and Disparities in Postpartum Sterilization after Cesarean Section, 2000 through 2008.","Tubal sterilization patterns are influenced by factors including patient race, ethnicity, level of education, method of payment, and hospital size and affiliation. However, less is known about how these factors influence tubal sterilizations performed as secondary procedures after cesarean sections (C-sections). Thus, this study examines variations in the prevalence of postpartum tubal sterilizations after C-sections from 2000 to 2008.; We used data from the National Hospital Discharge Survey to estimate odds ratios for patient-level (race, marital status, age) and system-level (hospital size, type, region) factors on the likelihood of receiving tubal sterilization after C-section.; A disproportionate share of postpartum tubal sterilizations after C-section was covered by Medicaid. The likelihood of undergoing sterilization was increased for Black women, women of older age, and non-single women. Additionally, they were increased in proprietary and government hospitals, smaller hospital settings, and the Southern United States.; Our findings indicate that Black women and those with Medicaid coverage in particular were substantially more likely to undergo postpartum tubal sterilization after C-section. We also found that hospital characteristics and region were significant predictors. This adds to the growing body of evidence that suggests that tubal sterilization may be a disparity issue patterned by multiple factors and calls for greater understanding of the role of patient-, provider-, and system-level characteristics on such outcomes.",Women's health issues : official publication of the Jacobs Institute of Women's Health,2015,Journal Article,Ginny Garcia; Dawn M Richardson; Kelly L Gonzales; Adolfo G Cuevas,10.1016/j.whi.2015.07.006,"Adolescent; Adult; Black or African American; Age Factors; Bed Occupancy; Cesarean Section; Female; Health Care Surveys; Healthcare Disparities; Hospital Bed Capacity; Hospitals; Humans; Insurance Coverage; Logistic Models; Marital Status; Medicaid; Middle Aged; Postpartum Period; Self Report; Sterilization, Tubal; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/26329256/,,,,,doi:10 1016 j whi 2015 07 006
PubMed,33856478,Comparison of Methods to Reduce Bias From Clinical Prediction Models of Postpartum Depression.,"The lack of standards in methods to reduce bias for clinical algorithms presents various challenges in providing reliable predictions and in addressing health disparities.; To evaluate approaches for reducing bias in machine learning models using a real-world clinical scenario.; Health data for this cohort study were obtained from the IBM MarketScan Medicaid Database. Eligibility criteria were as follows: (1) Female individuals aged 12 to 55 years with a live birth record identified by delivery-related codes from January 1, 2014, through December 31, 2018; (2) greater than 80% enrollment through pregnancy to 60 days post partum; and (3) evidence of coverage for depression screening and mental health services. Statistical analysis was performed in 2020.; Binarized race (Black individuals and White individuals).; Machine learning models (logistic regression [LR], random forest, and extreme gradient boosting) were trained for 2 binary outcomes: postpartum depression (PPD) and postpartum mental health service utilization. Risk-adjusted generalized linear models were used for each outcome to assess potential disparity in the cohort associated with binarized race (Black or White). Methods for reducing bias, including reweighing, Prejudice Remover, and removing race from the models, were examined by analyzing changes in fairness metrics compared with the base models. Baseline characteristics of female individuals at the top-predicted risk decile were compared for systematic differences. Fairness metrics of disparate impact (DI, 1 indicates fairness) and equal opportunity difference (EOD, 0 indicates fairness).; Among 573 634 female individuals initially examined for this study, 314 903 were White (54.9%), 217 899 were Black (38.0%), and the mean (SD) age was 26.1 (5.5) years. The risk-adjusted odds ratio comparing White participants with Black participants was 2.06 (95% CI, 2.02-2.10) for clinically recognized PPD and 1.37 (95% CI, 1.33-1.40) for postpartum mental health service utilization. Taking the LR model for PPD prediction as an example, reweighing reduced bias as measured by improved DI and EOD metrics from 0.31 and -0.19 to 0.79 and 0.02, respectively. Removing race from the models had inferior performance for reducing bias compared with the other methods (PPD: DI = 0.61; EOD = -0.05; mental health service utilization: DI = 0.63; EOD = -0.04).; Clinical prediction models trained on potentially biased data may produce unfair outcomes on the basis of the chosen metrics. This study's results suggest that the performance varied depending on the model, outcome label, and method for reducing bias. This approach toward evaluating algorithmic bias can be used as an example for the growing number of researchers who wish to examine and address bias in their data and models.",JAMA network open,2021,Journal Article,Yoonyoung Park; Jianying Hu; Moninder Singh; Issa Sylla; Irene Dankwa-Mullan; Eileen Koski; Amar K Das,10.1001/jamanetworkopen.2021.3909,"Adolescent; Adult; Algorithms; Cohort Studies; Depression, Postpartum; Female; Humans; Middle Aged; Models, Statistical; Odds Ratio; Patient-Specific Modeling; Postpartum Period; Pregnancy; Prognosis; Retrospective Studies; Risk Assessment; Risk Factors; United States; Young Adult",https://pubmed.ncbi.nlm.nih.gov/33856478/,,,,,doi:10 1001 jamanetworkopen 2021 3909
PubMed,30913246,Socioeconomic status and early blood concentrations of inflammation-related and neurotrophic proteins among extremely preterm newborns.,"The main objective of this study was to evaluate the relationship between mother's socioeconomic disadvantage and blood concentrations of inflammation-related proteins among extremely preterm newborns (<28 weeks gestation), a group at heightened risk of cognitive impairment when exposed to systemic inflammation. We measured the concentrations of 27 inflammatory and neurotrophic proteins in blood specimens collected a week apart during the first postnatal month from 857 extremely preterm newborns in the United States. We classified children according to 3 indicators/correlates of socioeconomic disadvantage, mother's eligibility for government-provided medical care insurance (Medicaid), mother's formal education level, and mother's IQ approximated with the Kaufman Brief Intelligence Test- 2. The risks of a top-quartile concentration of each protein on each of 5 days a week apart, on two occasions during the first two postnatal weeks, and during the next two weeks were modeled as functions of each indicator of socioeconomic disadvantage. The risks of top quartile concentrations of multiple (2-5) inflammation-related proteins on multiple days during the first two weeks were increased for each of the 3 indicators of socioeconomic disadvantage, while the risks of top quartile concentrations of selected neurotrophic proteins were reduced. Adjustment for socioeconomic disadvantage did not alter the relationships between protein concentrations and both low IQ and low working memory 10 years later. Among extremely preterm newborns, indicators of socioeconomic disadvantage are associated with modestly increased risk of systemic inflammation in postnatal blood during the first postnatal month and with a slightly reduced risk of a neurotrophic signal, but do not confound relationships between protein concentrations and outcomes.",PloS one,2019,"Journal Article; Multicenter Study; Observational Study; Research Support, N.I.H., Extramural",Alan Leviton; Elizabeth N Allred; Olaf Dammann; Robert M Joseph; Raina N Fichorova; T Michael O'Shea; Karl C K Kuban,10.1371/journal.pone.0214154,"Child; Child, Preschool; Female; Humans; Infant; Infant, Newborn; Male; Cognitive Dysfunction; Cytokines; Infant, Extremely Premature; Medicaid; Memory, Short-Term; Social Class; United States",https://pubmed.ncbi.nlm.nih.gov/30913246/,,,,,doi:10 1371 journal pone 0214154
PubMed,35486400,Association of Prenatal Care Expansion With Use of Antidiabetic Agents During Pregnancies Among Latina Emergency Medicaid Recipients With Gestational Diabetes.,"Access to necessary prenatal care is not guaranteed through Medicaid for some people with low income based on their immigration status. Although states have the option to extend emergency Medicaid coverage for prenatal care, many states have not expanded coverage.; To evaluate whether the receipt of prenatal care services through the extension of emergency Medicaid coverage is associated with an increase in antidiabetic medication use among Latina patients with gestational diabetes.; This cohort study used linked Medicaid claims and birth certificate data on live births to 4869 Latina patients from October 1, 2010, to December 31, 2019, with a difference-in-differences design to compare the rollout of prenatal care and services in Oregon in 2013 with a comparison state, South Carolina, that did not cover prenatal or postpartum care.; Medicaid coverage of prenatal care.; The main outcome was the receipt of antidiabetic agents. Secondary outcomes included hypertensive disorders, cesarean delivery, postpartum contraception, and a newborn morbidity composite outcome (large size for gestational age, neonatal intensive care unit admission, and preterm birth).; The study sample included live births to 4869 Latina patients (mean [SD] age, 32.7 [5.5] years [range, 12-44 years]) enrolled in emergency Medicaid who were mainly aged 25 to 34 years (1499 of 2907 [51.6%]), multiparous (2626 of 2907 [90.3%]), and living in urban areas (2299 of 2907 [79.1%]). After Oregon's policy change to offer prenatal coverage to individuals receiving emergency Medicaid, there was a large and significant increase in the receipt of antidiabetic agents among all people with diabetes during pregnancy (gestational diabetes). Prior to the policy, only 0.3% of all Latina emergency Medicaid recipients with gestational diabetes (2 of 617) received any medication (oral agents or insulin) to manage their blood glucose level. After the policy change, 28.8% of all patients with gestational diabetes (295 of 1023) received medication to manage their blood glucose level, translating to a 27.9-percentage-point increase (95% CI, 24.5-31.2 percentage points) in the receipt of antidiabetic agents in the adjusted model. The policy was also associated with a 10.4-percentage-point (95% CI, 5.3-15.5 percentage points) increase in insulin use during pregnancy among all patients with gestational diabetes. We observed an increase in postpartum contraceptive use (21.2 percentage points; 95% CI, 14.9-27.5 percentage points), the majority of which was due to postpartum sterilization (increase of 16.1 percentage points; 95% CI, 10.4-21.8 percentage points). We did not observe a significant association with gestational hypertension, cesarean births, or newborn health.; This retrospective cohort study suggests that expanded emergency Medicaid benefits that included prenatal care were associated with an increased use of antidiabetic medications and postpartum contraception during pregnancy.",JAMA network open,2022,"Journal Article; Research Support, N.I.H., Extramural",Maria I Rodriguez; Ann Martinez Acevedo; Jonas J Swartz; Aaron B Caughey; Amy Valent; K John McConnell,10.1001/jamanetworkopen.2022.9562,"Adult; Blood Glucose; Cohort Studies; Diabetes, Gestational; Female; Hispanic or Latino; Humans; Hypoglycemic Agents; Infant, Newborn; Insulins; Medicaid; Pregnancy; Premature Birth; Prenatal Care; Retrospective Studies; United States",https://pubmed.ncbi.nlm.nih.gov/35486400/,,,,,doi:10 1001 jamanetworkopen 2022 9562
PubMed,31513558,"State Strategies to Address Opioid Use Disorder Among Pregnant and Postpartum Women and Infants Prenatally Exposed to Substances, Including Infants with Neonatal Abstinence Syndrome.","Since 1999, the rate of opioid use disorder (OUD) has more than quadrupled, from 1.5 per 1,000 delivery hospitalizations to 6.5 (1), with similar increases in incidence of neonatal abstinence syndrome (NAS) observed for infants (from 2.8 per 1,000 live births to 14.4) among Medicaid-insured deliveries (2). CDC's response to the opioid crisis involves strategies to prevent opioid overdoses and related harms by building state capacity and supporting providers, health systems, and payers.* Recognizing systems gaps in provision of perinatal care and services, CDC partnered with the Association of State and Territorial Health Officials (ASTHO) to launch the Opioid Use Disorder, Maternal Outcomes, and Neonatal Abstinence Syndrome Initiative Learning Community (OMNI LC). OMNI LC supports systems change and capacity building in 12 states.† Qualitative data from participating states were analyzed to identify strategies, barriers, and facilitators for capacity building in state-defined focus areas. Most states focused on strategies to expand access to and coordination of quality services (10 of 12) or increase provider awareness and training (nine of 12). Fewer states focused on data, monitoring, and evaluation (four of 12); financing and coverage (three of 12); or ethical, legal, and social considerations (two of 12). By building capacity to strengthen health systems, state-identified strategies across all focus areas might improve the health trajectory of mothers, infants, and families affected by the U.S. opioid crisis.",MMWR. Morbidity and mortality weekly report,2019,Journal Article,Charlan D Kroelinger; Marion E Rice; Shanna Cox; Hadley R Hickner; Mary Kate Weber; Lisa Romero; Jean Y Ko; Donna Addison; Trish Mueller; Carrie Shapiro-Mendoza; S Nicole Fehrenbach; Margaret A Honein; Wanda D Barfield,10.15585/mmwr.mm6836a1,"Female; Humans; Infant; Infant, Newborn; Neonatal Abstinence Syndrome; Opioid-Related Disorders; Postpartum Period; Pregnancy; Pregnancy Complications; Prenatal Exposure Delayed Effects; United States",https://pubmed.ncbi.nlm.nih.gov/31513558/,,,,,doi:10 15585 mmwr mm6836a1
PubMed,40299304,COVID-19 Vaccine Literacy Among Black Pregnant and Postpartum Women in the USA.,"Black pregnant and postpartum women in the USA are disproportionately affected by the COVID-19 pandemic yet have low vaccination coverage rates. Low levels of vaccine literacy contribute vaccine hesitancy and low vaccination rates, especially in racialized populations that face multiple dimensions of systemic racism and inequalities in access to quality health information and services. Guided by the Public Health Critical Race Praxis, we examined COVID-19 vaccine literacy and information sources among Black pregnant and postpartum women.; We conducted semi-structured in-depth interviews with 22 Black pregnant and postpartum women living in Greater Philadelphia from November 2022 to May 2023. Interviews were transcribed and thematically analyzed using NVivo version 14.; Participants' mean age was 33.5 years; 17 had a college or graduate degree. Six women had Medicaid coverage during pregnancy; eight women received at least one form of public assistance during the pandemic. Four themes were identified: (1) perceptions of vaccine safety and efficacy, (2) vaccination information sources, (3) drivers of mistrust in vaccine information and hesitancy, and (4) participants' recommendation for improving COVID-19 vaccine literacy.; Efforts to address inequities in COVID-19 outcomes must include the provision of accurate health information addressing the specific concerns of marginalized populations through trusted sources. Due to the importance of health care providers as trusted sources of COVID-19 and vaccine information, there is a need for such information provision to take an empathetic and person-centered approach that focuses on the specific concerns of Black pregnant and postpartum persons.",Journal of racial and ethnic health disparities,2026,Journal Article,Comfort Z Olorunsaiye; Hannah M Degge; Augustus Osborne; Dejenaba N Gordon,10.1007/s40615-025-02430-9,Humans; Female; COVID-19 Vaccines; Health Literacy; Adult; Pregnancy; Black or African American; COVID-19; United States; Postpartum Period; Pregnant People; Philadelphia; Vaccination Hesitancy; Young Adult; Interviews as Topic; SARS-CoV-2; White,https://pubmed.ncbi.nlm.nih.gov/40299304/,,,,,doi:10 1007 s40615 025 02430 9
PubMed,26241435,Efforts to Improve Perinatal Outcomes for Women Enrolled in Medicaid.,"Improving women's health and perinatal health outcomes is a high priority for Medicaid, the jointly financed federal-state health coverage program. The authorities provided by the Affordable Care Act give Medicaid new resources and opportunities to improve coverage and perinatal care. Given that the Medicaid program currently covers almost half of all births in the United States, the Centers for Medicare and Medicaid Services, working in partnership with states and other stakeholders, is using new and existing authorities to improve birth outcomes. Quality measurement, quality-improvement projects, and expanded models of care underscore the major quality approach of the center. As an outgrowth of an expert panel that included membership of several state Medicaid medical directors, Medicaid providers, and consumer representatives, the Centers for Medicare and Medicaid Services' Center for Medicaid and CHIP Services launched the Maternal and Infant Health Initiative, which aims to increase postpartum visit rates and the use of effective contraception among women covered by Medicaid. This Initiative provides focus on key opportunities and strategies to improve the rate, measurement, timing, and content of postpartum visits. Additionally, a focus on contraception will serve to improve pregnancy planning and spacing and prevent unintended pregnancy. As the Initiative evolves, the Center for Medicaid and CHIP Services plans to identify policy, service delivery, and reimbursement policies to advance the Initiative's goals and improve outcomes for women covered by Medicaid.",Obstetrics and gynecology,2015,Journal Article,Lekisha Daniel-Robinson; Stephen Cha; Marsha Lillie-Blanton,10.1097/AOG.0000000000000932,"Delivery of Health Care; Female; Humans; Infant Welfare; Infant, Newborn; Medicaid; Medicare; Models, Organizational; Patient Protection and Affordable Care Act; Perinatal Care; Pregnancy; Pregnancy Outcome; Quality Improvement; United States; Women's Health",https://pubmed.ncbi.nlm.nih.gov/26241435/,,,,,doi:10 1097 aog 0000000000000932
PubMed,26925700,Medicaid Administrator Experiences with the Implementation of Immediate Postpartum Long-Acting Reversible Contraception.,"This study sought to understand state Medicaid agencies' experiences with implementing payment for long-acting reversible contraception devices inserted immediately postpartum.; We conducted semistructured telephone interviews with Medicaid representatives from 15 agencies that have specific payment methodology for immediate postpartum long-acting reversible contraception (IPLARC). Interviews investigated agency experiences with IPLARC policy implementation. Interviews were audio-recorded and professionally transcribed. We analyzed data thematically using qualitative content analysis principles.; Described implementation experiences fell into three major categories: 1) payer preparedness regarding payment challenges, 2) health care system awareness, attitudes, and readiness to implement IPLARC policy in clinical settings, and 3) ongoing practice improvement. Within the category of payer preparedness, major emergent themes included Medicaid's need to ensure efficient claims processing, maintain appropriate reimbursement rates, and alleviate perceived provider mistrust about payment. With respect to health care systems, themes emerged around raising clinician awareness of IPLARC coverage, managing provider misconceptions about IPLARC, and addressing gaps in provider IPLARC insertion expertise. Regarding practice improvement, a salient theme emerged around the limitations of Medicaid to engage in ongoing clinical implementation and evaluation efforts.; These findings suggest a multistakeholder implementation framework that can guide the growing number of Medicaid agencies newly implementing IPLARC policy. As more Medicaid programs remove reimbursement barriers to IPLARC, clinicians and hospital administrators have a crucial opportunity to address clinical barriers to IPLARC and ensure real-time access among beneficiaries who desire this safe and effective approach to contraception.",Women's health issues : official publication of the Jacobs Institute of Women's Health,2016,"Journal Article; Research Support, Non-U.S. Gov't",Michelle H Moniz; Tammy Chang; Matthew M Davis; Jane Forman; Jessica Landgraf; Vanessa K Dalton,10.1016/j.whi.2016.01.005,"Administrative Claims, Healthcare; Contraception; Drug Implants; Female; Health Plan Implementation; Humans; Insurance Coverage; Interviews as Topic; Medicaid; Postpartum Period; Pregnancy; Program Development; Qualitative Research; Reimbursement Mechanisms; State Government; United States",https://pubmed.ncbi.nlm.nih.gov/26925700/,,,,,doi:10 1016 j whi 2016 01 005
PubMed,41899652,U.S. Immigration Policy Environment Contributions to Maternal and Child Health in the Latino Population.,"Latino families in the United States experience persistent maternal and child health (MCH) inequities driven by a fragmented immigration and public benefits policy environment rather than inherent health differences. Although most Latino children are U.S.-born citizens, many live in mixed-status families in which immigration status determines eligibility for health care, nutrition assistance, and other essential services. This narrative policy review examines U.S. immigration and public benefit policies from 1965 to 2025 to assess how eligibility rules, enforcement practices, and policy instability shape access to maternal and child health services among Latino populations. Drawing on public health, legal, and social science literature, the review documents substantial variation in access to Medicaid, CHIP, nutrition programs, and emergency care by immigration status and state policy. Findings indicate that restrictive eligibility criteria, expansions and contractions of the public charge rule, and immigration enforcement practices have produced chilling effects that deter eligible families from accessing care, reduce prenatal and postpartum service utilization, and contribute to adverse birth outcomes and intergenerational health inequities. The review concludes that immigration policy functions as a structural determinant of MCH and identifies two key policy priorities: 1. maintaining the 2022 Final Public Charge Rule that excludes public safety-net programs, and 2. waiving the five-year Medicaid waiting period for all pregnant immigrants regardless of documentation status to ensure equitable access to essential maternal and child health care.",International journal of environmental research and public health,2026,Journal Article; Review,Cynthia N Lebron; Anna-Michelle McSorley; Vanessa Morales; Hannah T Peterson; Veronica Morales,10.3390/ijerph23030275,Humans; United States; Child Health; Hispanic or Latino; Emigration and Immigration; Female; Maternal Health; Child; Health Services Accessibility; Public Policy; White,https://pubmed.ncbi.nlm.nih.gov/41899652/,,,,,doi:10 3390 ijerph23030275
PubMed,41873952,Postpartum Insurance Rates Among Citizens Versus Noncitizens During the COVID-19 Public Health Emergency.,"To estimate the effect of Medicaid continuous coverage provision (CCP) during the COVID-19 public health emergency on postpartum insurance for low-income noncitizen immigrants compared to citizens, and to assess whether state use of the from-conception-to-the-end-of-pregnancy (FCEP) policy, which excluded many immigrants from postpartum coverage, modified this effect.; This study used a quasi-experimental design (difference-in-differences, or DID) to compare the insurance coverage gains between low-income postpartum noncitizens and citizens, using 2019 as the reference year. We further applied a triple difference (DDD) approach to assess the effect of the FCEP-only coverage policy, hypothesizing that noncitizens in states using FCEP as the sole pathway would experience smaller gains than in other states using various pathways to cover pregnant noncitizens otherwise ineligible.; Using the 2016-2022 American Community Survey individual-level data, we identified 61,572 low-income citizens (weighted N = 7,553,823) and 10,444 low-income noncitizens (weighted N = 1,487,373), with 8 FCEP-only states and 23 other states with various pathways.; During the study period, the average postpartum uninsurance rate was 44.6% for noncitizens and 14.0% for citizens, while Medicaid coverage was 34.5% for noncitizens and 57.5% for citizens. Medicaid gains among noncitizens were statistically similar to gains among citizens in 2021 compared to 2019 in both FCEP-only states (DID = 2.3 percentage points [pp], 95% CI: -13.3, 8.7) and states with various pathways (DID = 4.6 pp, 95% CI: -1.2, 10.4), but these trends did not persist in 2022. We found no differences in insurance coverage gains among noncitizens between FCEP-only and states with various pathways.; Findings suggest that the CCP did not substantially reduce postpartum coverage inequities for noncitizen immigrants in either FCEP-only states or states with various pathways. Postpartum coverage inequities persisted under the CCPs, leaving many noncitizens uninsured.",Health services research,2026,Journal Article,Heeun Kim; Annabelle Ng; Frances Howell; Ashley Fox; Teresa Janevic; Ellerie Weber,10.1111/1475-6773.70105,"Humans; COVID-19; Female; United States; Insurance Coverage; Medicaid; Adult; Postpartum Period; Insurance, Health; Poverty; Pregnancy; Emigrants and Immigrants; SARS-CoV-2; Public Health; Medically Uninsured",https://pubmed.ncbi.nlm.nih.gov/41873952/,,,,,doi:10 1111 1475 6773 70105
